Region,P_Code,Sector,Activity_Type,Organisation,Activity_Description,Start_Date,End_Date,Comments
Télimélé,GIN005005,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues nationaux,,,
Télimélé,GIN005005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Credit mensuel de Communication (flotte),,,
Tougue,GIN006005,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Tougue,GIN006005,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Tougue,GIN006005,Gestion des données,Suivi et évaluation,OMS,,,,
Conakry,GIN002001,Communication,Comités de veille,OMS,Conception du document de stratégie ,,,
Coyah,GIN005001,Communication,Comités de veille,OMS,,,,
Yomou,GIN008005,Communication,Campagne médiatique,OMS,Appui aux production de Spots TV/Radio,,,
Yomou,GIN008005,Coordination,Appui à  la coordination préfectorale,OMS,,,,
Yomou,GIN008005,Gestion des données,Suivi et évaluation,OMS,,,,
Yomou,GIN008005,Prise en charge,Prévention et contrôle des infections,OMS,Formation pour agents,,,
Yomou,GIN008005,Surveillance & suivi,Aquisition de matériel,OMS,Carburant ,,,
Yomou,GIN008005,Surveillance & suivi,Contribution au paiement des salaires,OMS,Investigateurs et épistémologues internationaux,,,
Yomou,GIN008005,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),OMS,Credit mensuel de Communication pour AC,,,
Yomou,GIN008005,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,OMS,Carburant ssupervision de district ,,,
Conakry,GIN002001,Gestion des données,Suivi et évaluation,OOAS,,,,
Beyla,GIN008001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,12/15/2014,
Beyla,GIN008001,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Beyla,GIN008001,Soutien social,Soutien aux survivants,PAM,,,,
Boffa,GIN001001,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,1/16/2015,
Conakry,GIN002001,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,12/31/2014,
Coyah,GIN005001,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Dubreka,GIN005002,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Faranah,GIN003003,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Forecariah,GIN005003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,,
Forecariah,GIN005003,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Guéckédou,GIN008006,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Kankan,GIN004001,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Kérouané,GIN004002,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,,
Kérouané,GIN004002,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Kindia,GIN005004,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres pour les contacts,,,
Kissidougou,GIN003004,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Kouroussa,GIN004003,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Lola,GIN008002,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,,
Macenta,GIN008003,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Conakry,GIN002001,Logistique,Renforcer l’équipe logistique,PAM,,,,
Nzérékoré,GIN008004,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,,
Nzérékoré,GIN008004,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Nzérékoré,GIN008004,Soutien social,Soutien aux survivants,PAM,,,,
Siguiri,GIN004005,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Yomou,GIN008005,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),PAM,Construction,,,
Yomou,GIN008005,Soutien nutritionnel,Distribution de vivres,PAM,Distribution de vivres dans les zones affectées,,,
Conakry,GIN002001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Pasteur,Construction,,,
Macenta,GIN008003,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Pasteur,Equipement,,,
Beyla,GIN008001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Boffa,GIN001001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Boké,GIN001002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Conakry,GIN002001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Coyah,GIN005001,Communication,Campagne médiatique,Plan Guinée,campagnes radiophoniques (radios rurales),,1/31/2015,
Coyah,GIN005001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Coyah,GIN005001,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Coyah,GIN005001,Surveillance & suivi,Contribution au paiement des salaires,Plan Guinée,Investigateurs et épistémologues internationaux,,,
Coyah,GIN005001,Surveillance & suivi,Gestion des données,Plan Guinée,Responsables prefectoraux de la gestion des données ,,,
Coyah,GIN005001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Plan Guinée,Credit mensuel de Communication pour AC,,,
Coyah,GIN005001,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Plan Guinée,Carburant ssupervision de district ,,,
Dabola,GIN003001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dabola,GIN003001,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Dalaba,GIN007001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dinguiraye,GIN003002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dinguiraye,GIN003002,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Dubreka,GIN005002,Communication,Campagne médiatique,Plan Guinée,campagnes radiophoniques (radios rurales),,1/31/2015,
Dubreka,GIN005002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Dubreka,GIN005002,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Faranah,GIN003003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Faranah,GIN003003,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Forecariah,GIN005003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Forecariah,GIN005003,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Forecariah,GIN005003,Surveillance & suivi, Surveillance transfrontalière,Plan Guinée,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Forecariah,GIN005003,Surveillance & suivi,Gestion des données,Plan Guinée,Responsables prefectoraux de la gestion des données ,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Plan Guinée,Credit mensuel de Communication pour AC,,,
Forecariah,GIN005003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Plan Guinée,Carburant ssupervision de district ,,,
Fria,GIN001003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Gaoual,GIN001004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Guéckédou,GIN008006,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Guéckédou,GIN008006,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Guéckédou,GIN008006,Soutien nutritionnel,Distribution de vivres,Plan Guinée,Distribution de vivres dans les zones affectées,,,
Guéckédou,GIN008006,Surveillance & suivi, Surveillance transfrontalière,Plan Guinée,"Equipement des postes frontièrs (Thermo flash, moto, telephone, boite pharmaceutique, EPI, tente, lit, matelas, kit de lavage des mains)",,,
Guéckédou,GIN008006,Surveillance & suivi,Gestion des données,Plan Guinée,Responsables prefectoraux de la gestion des données ,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Plan Guinée,Credit mensuel de Communication pour AC,,,
Guéckédou,GIN008006,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Plan Guinée,Carburant ssupervision de district ,,,
Kankan,GIN004001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kérouané,GIN004002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kindia,GIN005004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kissidougou,GIN003004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kissidougou,GIN003004,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Koubia,GIN006001,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Koundara,GIN001005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Kouroussa,GIN004003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Labé,GIN006002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Lelouma,GIN006003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Lola,GIN008002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Macenta,GIN008003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Macenta,GIN008003,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Macenta,GIN008003,Soutien nutritionnel,Distribution de vivres,Plan Guinée,Distribution de vivres dans les zones affectées,,,
Macenta,GIN008003,Surveillance & suivi,Contribution au paiement des salaires,Plan Guinée,Investigateurs et épistémologues internationaux,,,
Macenta,GIN008003,Surveillance & suivi,Gestion des données,Plan Guinée,Responsables prefectoraux de la gestion des données ,,,
Macenta,GIN008003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Plan Guinée,Credit mensuel de Communication pour AC,,,
Macenta,GIN008003,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Plan Guinée,Carburant ssupervision de district ,,,
Mali,GIN006004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Mamou,GIN007002,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Mandiana,GIN004004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Conakry,GIN002001,Logistique,Renforcer l’équipe logistique,Plan Guinée,,,,
Nzérékoré,GIN008004,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Nzérékoré,GIN008004,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Nzérékoré,GIN008004,Surveillance & suivi,Contribution au paiement des salaires,Plan Guinée,Investigateurs et épistémologues internationaux,,,
Nzérékoré,GIN008004,Surveillance & suivi,Gestion des données,Plan Guinée,Responsables prefectoraux de la gestion des données ,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Plan Guinée,Credit mensuel de Communication pour AC,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien financier et/ou materiel et/ou ressource humaine,Plan Guinée,Carburant ssupervision de district ,,,
Pita,GIN007003,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Siguiri,GIN004005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Télimélé,GIN005005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Télimélé,GIN005005,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Tougue,GIN006005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Yomou,GIN008005,Communication,Sensibilisation aux risques de transmission du virus Ebola en milieu scolaire,Plan Guinée,"Formation des enseignants à la mise en place de mesures de sécurité avant la réouverture des écoles (prise quotidienne de température, la fourniture de thermomètres et de kits de lavage des mains pour les écoles)",,,
Yomou,GIN008005,Gestion des données,Suivi et évaluation,Plan Guinée,,,,
Conakry,GIN002001,Recherche,Suivi et évaluation,PNLP,Impact du virus d'Ebola sur la prise en charge du paludisme,,,
Beyla,GIN008001,Communication,Campagne médiatique,PNUD,,10/30/2014,12/31/2014,
Beyla,GIN008001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Beyla,GIN008001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Boffa,GIN001001,Communication,Campagne médiatique,PNUD,"Publication dans les médias (émissions radios, télé, presse écrite, presse en ligne etc.) (9)",12/20/2014,6/20/2015,
Boffa,GIN001001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Boffa,GIN001001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Boké,GIN001002,Communication,Campagne médiatique,PNUD,"Publication dans les médias (émissions radios, télé, presse écrite, presse en ligne etc.) (9)",12/20/2014,6/20/2015,
Boké,GIN001002,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Boké,GIN001002,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Conakry,GIN002001,Communication,Campagne médiatique,PNUD,Specialiste en engagement communautaire,12/20/2014,6/20/2015,
Conakry,GIN002001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Conakry,GIN002001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Coyah,GIN005001,Communication,Campagne médiatique,PNUD,,,,
Coyah,GIN005001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Coyah,GIN005001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Dabola,GIN003001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Dabola,GIN003001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Dalaba,GIN007001,Communication,Campagne médiatique,PNUD,,12/20/2014,6/20/2015,
Dalaba,GIN007001,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Dalaba,GIN007001,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Dinguiraye,GIN003002,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Dinguiraye,GIN003002,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Dubreka,GIN005002,Communication,Campagne médiatique,PNUD,,12/20/2014,6/20/2015,
Dubreka,GIN005002,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Dubreka,GIN005002,Logistique,Gestion d'entrepôt,PNUD,,12/1/2014,3/31/2015,
Faranah,GIN003003,Coordination,Appui à  la coordination préfectorale,PNUD,,,12/31/2014,
Faranah,GIN003003,Logistique,Gestion d'entrepôt,PNUD,,,,
Forecariah,GIN005003,Communication,Campagne médiatique,PNUD,,,,
Forecariah,GIN005003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Forecariah,GIN005003,Gestion des données,Suivi et évaluation,PNUD,,,,
Forecariah,GIN005003,Logistique,Gestion d'entrepôt,PNUD,,,,
Fria,GIN001003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Fria,GIN001003,Logistique,Gestion d'entrepôt,PNUD,,,,
Gaoual,GIN001004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Gaoual,GIN001004,Logistique,Gestion d'entrepôt,PNUD,,,,
Guéckédou,GIN008006,Communication,Campagne médiatique,PNUD,,,,
Guéckédou,GIN008006,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Guéckédou,GIN008006,Gestion des données,Suivi et évaluation,PNUD,,,,
Guéckédou,GIN008006,Logistique,Gestion d'entrepôt,PNUD,,,,
Kankan,GIN004001,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Kankan,GIN004001,Gestion des données,Suivi et évaluation,PNUD,,,,
Kankan,GIN004001,Logistique,Gestion d'entrepôt,PNUD,,,,
Kérouané,GIN004002,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Kérouané,GIN004002,Logistique,Gestion d'entrepôt,PNUD,,,,
Kindia,GIN005004,Communication,Campagne médiatique,PNUD,,,,
Kindia,GIN005004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Kindia,GIN005004,Logistique,Gestion d'entrepôt,PNUD,,,,
Kissidougou,GIN003004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Kissidougou,GIN003004,Logistique,Gestion d'entrepôt,PNUD,,,,
Koubia,GIN006001,Communication,Campagne médiatique,PNUD,,,,
Koubia,GIN006001,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Koubia,GIN006001,Logistique,Gestion d'entrepôt,PNUD,,,,
Koundara,GIN001005,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Koundara,GIN001005,Logistique,Gestion d'entrepôt,PNUD,,,,
Kouroussa,GIN004003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Kouroussa,GIN004003,Logistique,Gestion d'entrepôt,PNUD,,,,
Labé,GIN006002,Communication,Campagne médiatique,PNUD,,,,
Labé,GIN006002,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Labé,GIN006002,Logistique,Gestion d'entrepôt,PNUD,,,,
Lelouma,GIN006003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Lelouma,GIN006003,Logistique,Gestion d'entrepôt,PNUD,,,,
Lola,GIN008002,Communication,Campagne médiatique,PNUD,,,,
Lola,GIN008002,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Lola,GIN008002,Logistique,Gestion d'entrepôt,PNUD,,,,
Macenta,GIN008003,Communication,Campagne médiatique,PNUD,,,,
Macenta,GIN008003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Macenta,GIN008003,Gestion des données,Suivi et évaluation,PNUD,,,,
Macenta,GIN008003,Logistique,Gestion d'entrepôt,PNUD,,,,
Macenta,GIN008003,Sécurité,Police de proximité,PNUD,Formation des agents des centres de transit et de traitement dans 10 prefectures et 18 unites d'intervention de Conakry,,,
Mali,GIN006004,Communication,Campagne médiatique,PNUD,,,,
Mali,GIN006004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Mali,GIN006004,Logistique,Gestion d'entrepôt,PNUD,,,,
Mamou,GIN007002,Communication,Campagne médiatique,PNUD,,,,
Mamou,GIN007002,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Mamou,GIN007002,Logistique,Gestion d'entrepôt,PNUD,,,,
Mandiana,GIN004004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Mandiana,GIN004004,Logistique,Gestion d'entrepôt,PNUD,,,,
Conakry,GIN002001,Gestion des données,Suivi et évaluation,PNUD,,,,
Nzérékoré,GIN008004,Communication,Campagne médiatique,PNUD,,,,
Nzérékoré,GIN008004,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Nzérékoré,GIN008004,Gestion des données,Suivi et évaluation,PNUD,,,,
Nzérékoré,GIN008004,Logistique,Gestion d'entrepôt,PNUD,,,,
Nzérékoré,GIN008004,Sécurité,Police de proximité,PNUD,Formation des agents des centres de transit et de traitement dans 10 prefectures et 18 unites d'intervention de Conakry,,,
Pita,GIN007003,Communication,Campagne médiatique,PNUD,,,,
Pita,GIN007003,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Pita,GIN007003,Logistique,Gestion d'entrepôt,PNUD,,,,
Siguiri,GIN004005,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Siguiri,GIN004005,Logistique,Gestion d'entrepôt,PNUD,,,,
Siguiri,GIN004005,Sécurité,Police de proximité,PNUD,Formation des agents des centres de transit et de traitement dans 10 prefectures et 18 unites d'intervention de Conakry,,,
Télimélé,GIN005005,Communication,Campagne médiatique,PNUD,,,,
Télimélé,GIN005005,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Télimélé,GIN005005,Logistique,Gestion d'entrepôt,PNUD,,,,
Tougue,GIN006005,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Tougue,GIN006005,Logistique,Gestion d'entrepôt,PNUD,,,,
Yomou,GIN008005,Communication,Campagne médiatique,PNUD,,,,
Nzérékoré,GIN008004,Communication,Comités de veille,PNUD, (7 CR+CU),,11/29/2014,
Macenta,GIN008003,Communication,Comités de veille,PNUD,,,12/31/2014,
Lola,GIN008002,Communication,Comités de veille,PNUD,(2 CR + 2 CU),,12/31/2014,
Yomou,GIN008005,Coordination,Appui à  la coordination préfectorale,PNUD,,,,
Yomou,GIN008005,Logistique,Gestion d'entrepôt,PNUD,,,,
Conakry,GIN002001,Prise en charge,Mise en place du système d'ambulance,Privé,Financement,,,
Coyah,GIN005001,Prise en charge,Laboratoire PCR (Polymérase Chain Reaction),Russie,Construction,,,
Beyla,GIN008001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Formation pour AC,,,
Conakry,GIN002001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Credit mensuel de Communication pour AC,,11/1/2014,
Kankan,GIN004001,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Formation pour AC,,,
Kérouané,GIN004002,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Salaire pour AC (25),,,
Kouroussa,GIN004003,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Formation pour AC,,,
Nzérékoré,GIN008004,Surveillance & suivi,Soutien au personnel local de la riposte (Agent Communautaire),Save the Children,Salaire pour AC,,,
